now,doc,size(MB),storageSize(MB),chunk
2016-03-25 12:57:51,69085049,16379,4880,0
2016-03-25 12:58:01,69282172,16426,4896,0
2016-03-25 12:58:11,69386351,16451,4901,0
2016-03-25 12:58:21,69567167,16493,4917,0
2016-03-25 12:58:32,69738865,16534,4929,0
2016-03-25 12:58:42,69863500,16563,4938,0
2016-03-25 12:58:52,70052714,16608,4952,0
2016-03-25 12:59:02,70192811,16641,4961,0
2016-03-25 12:59:13,70320767,16672,4968,0
2016-03-25 12:59:23,70491612,16712,4982,0
2016-03-25 12:59:33,70647527,16749,4993,0
2016-03-25 12:59:44,70788596,16783,5001,0
2016-03-25 12:59:54,70942198,16819,5012,0
2016-03-25 13:00:05,71112691,16860,5021,0
2016-03-25 13:00:15,71265666,16896,5038,0
2016-03-25 13:00:25,71405258,16929,5040,0
2016-03-25 13:00:35,71555119,16965,5056,0
2016-03-25 13:00:46,71723052,17005,5065,0
2016-03-25 13:00:56,71916061,17050,5084,0
2016-03-25 13:01:06,72003108,17071,5088,0
2016-03-25 13:01:16,72146672,17105,5100,0
2016-03-25 13:01:27,72267629,17133,5107,0
2016-03-25 13:01:37,72368665,17158,5116,0
2016-03-25 13:01:47,72514237,17192,5126,0
2016-03-25 13:01:57,72636604,17221,5132,0
2016-03-25 13:02:08,72753292,17249,5139,0
2016-03-25 13:02:18,72935877,17292,5153,0
2016-03-25 13:02:28,73029196,17314,5160,0
2016-03-25 13:02:38,73150153,17343,5169,0
2016-03-25 13:02:49,73303988,17379,5183,0
2016-03-25 13:02:59,73476748,17420,5193,0
2016-03-25 13:03:09,73603467,17450,5202,0
2016-03-25 13:03:19,73729885,17480,5204,0
2016-03-25 13:03:30,73897002,17520,5223,0
2016-03-25 13:03:40,73993336,17543,5227,0
2016-03-25 13:03:50,74145693,17579,5239,0
2016-03-25 13:04:00,74294114,17614,5250,0
2016-03-25 13:04:10,74455128,17653,5262,0
2016-03-25 13:04:21,74570823,17679,5264,0
2016-03-25 13:04:31,74733000,17718,5278,0
2016-03-25 13:04:41,74890836,17756,5294,0
2016-03-25 13:04:52,75024919,17787,5304,0
2016-03-25 13:05:02,75161975,17820,5311,0
2016-03-25 13:05:12,75315593,17856,5322,0
2016-03-25 13:05:22,75443549,17886,5331,0
2016-03-25 13:05:33,75590509,17921,5343,0
2016-03-25 13:05:43,75741973,17957,5355,0
2016-03-25 13:05:53,75838605,17980,5357,0
2016-03-25 13:06:03,75930636,18002,5366,0
2016-03-25 13:06:14,76086082,18039,5378,0
2016-03-25 13:06:24,76252050,18078,5392,0
2016-03-25 13:06:34,76413460,18116,5394,0
2016-03-25 13:06:45,76551703,18150,5412,0
2016-03-25 13:06:55,76679436,18180,5419,0
2016-03-25 13:07:05,76880295,18227,5433,0
2016-03-25 13:07:15,77015683,18259,5443,0
2016-03-25 13:07:26,77146654,18290,5452,0
2016-03-25 13:07:36,77287274,18324,5463,0
2016-03-25 13:07:46,77466556,18366,5475,0
2016-03-25 13:07:56,77622533,18403,5484,0
2016-03-25 13:08:06,77772689,18439,5493,0
2016-03-25 13:08:17,77913308,18472,5503,0
2016-03-25 13:08:27,78044278,18503,5514,0
2016-03-25 13:08:37,78198790,18540,5524,0
2016-03-25 13:08:47,78323508,18570,5535,0
2016-03-25 13:08:58,78511026,18615,5551,0
2016-03-25 13:09:08,78651712,18647,5558,0
2016-03-25 13:09:18,78859469,18696,5570,0
2016-03-25 13:09:28,78978764,18725,5581,0
2016-03-25 13:09:39,79108316,18756,5591,0
2016-03-25 13:09:49,79190082,18775,5598,0
2016-03-25 13:09:59,79373232,18819,5607,0
2016-03-25 13:10:10,79535901,18857,5618,0
2016-03-25 13:10:20,79655619,18886,5625,0
2016-03-25 13:10:30,79800232,18920,5639,0
2016-03-25 13:10:40,79973814,18960,5651,0
2016-03-25 13:10:51,80092489,18989,5662,0
2016-03-25 13:11:01,80270706,19031,5672,0
2016-03-25 13:11:11,80377409,19056,5679,0
2016-03-25 13:11:21,80539128,19094,5693,0
2016-03-25 13:11:32,80699464,19132,5702,0
2016-03-25 13:11:42,80817224,19160,5711,0
2016-03-25 13:11:52,80948195,19192,5723,0
2016-03-25 13:12:02,81093930,19226,5732,0
2016-03-25 13:12:13,81252398,19264,5743,0
2016-03-25 13:12:23,81386731,19296,5748,0
2016-03-25 13:12:33,81509367,19325,5755,0
2016-03-25 13:12:43,81664242,19361,5771,0
2016-03-25 13:12:54,81785423,19390,5778,0
2016-03-25 13:13:04,81939547,19427,5790,0
2016-03-25 13:13:14,82138796,19474,5804,0
2016-03-25 13:13:24,82269766,19505,5811,0
2016-03-25 13:13:35,82386402,19532,5822,0
2016-03-25 13:13:45,82512955,19562,5822,0
2016-03-25 13:13:55,82686131,19604,5843,0
2016-03-25 13:14:05,82837337,19639,5855,0
2016-03-25 13:14:15,82958294,19668,5857,0
2016-03-25 13:14:26,83085013,19698,5868,0
2016-03-25 13:14:36,83229940,19732,5880,0
