now,doc,size(MB),storageSize(MB),chunk
2016-03-25 13:14:46,83368392,19766,5891,0
2016-03-25 13:14:56,83562449,19812,5905,0
2016-03-25 13:15:07,83685242,19840,5918,0
2016-03-25 13:15:17,83800986,19868,5922,0
2016-03-25 13:15:27,83923397,19897,5932,0
2016-03-25 13:15:37,84073479,19932,5943,0
2016-03-25 13:15:48,84218446,19967,5952,0
2016-03-25 13:15:58,84339403,19995,5959,0
2016-03-25 13:16:08,84431319,20017,5969,0
2016-03-25 13:16:18,84582816,20053,5980,0
2016-03-25 13:16:29,84662696,20072,5985,0
2016-03-25 13:16:39,84787331,20102,5992,0
2016-03-25 13:16:49,84965286,20144,6005,0
2016-03-25 13:17:00,85053944,20165,6012,0
2016-03-25 13:17:10,85191899,20198,6019,0
2016-03-25 13:17:20,85294219,20222,6026,0
2016-03-25 13:17:30,85454237,20260,6040,0
2016-03-25 13:17:40,85578515,20289,6045,0
2016-03-25 13:17:51,85705234,20319,6061,0
2016-03-25 13:18:01,85822954,20347,6068,0
2016-03-25 13:18:11,85893932,20365,6075,0
2016-03-25 13:18:22,86001566,20390,6075,0
2016-03-25 13:18:32,86135717,20421,6089,0
2016-03-25 13:18:42,86279658,20456,6096,0
2016-03-25 13:18:52,86429574,20491,6110,0
2016-03-25 13:19:03,86513934,20511,6117,0
2016-03-25 13:19:13,86696950,20555,6128,0
2016-03-25 13:19:23,86758386,20569,6133,0
2016-03-25 13:19:33,86928131,20609,6144,0
2016-03-25 13:19:44,87080264,20645,6156,0
2016-03-25 13:19:54,87234099,20682,6165,0
2016-03-25 13:20:04,87365070,20713,6174,0
2016-03-25 13:20:14,87479265,20740,6186,0
2016-03-25 13:20:25,87705064,20794,6200,0
2016-03-25 13:20:35,87834636,20825,6209,0
2016-03-25 13:20:45,87964394,20855,6218,0
2016-03-25 13:20:55,88116398,20891,6230,0
2016-03-25 13:21:06,88258044,20925,6237,0
2016-03-25 13:21:16,88385337,20955,6246,0
2016-03-25 13:21:27,88527853,20989,6256,0
2016-03-25 13:21:37,88633632,21014,6265,0
2016-03-25 13:21:47,88799450,21053,6274,0
2016-03-25 13:21:57,88918407,21081,6286,0
2016-03-25 13:22:08,89103203,21125,6297,0
2016-03-25 13:22:18,89227481,21154,6306,0
2016-03-25 13:22:28,89381315,21191,6316,0
2016-03-25 13:22:38,89537879,21228,6330,0
2016-03-25 13:22:49,89716754,21270,6341,0
2016-03-25 13:22:59,89831007,21297,6346,0
2016-03-25 13:23:09,89942474,21324,6357,0
2016-03-25 13:23:19,90015956,21341,6362,0
2016-03-25 13:23:29,90100316,21361,6369,0
2016-03-25 13:23:39,90224428,21391,6378,0
2016-03-25 13:23:50,90308730,21411,6385,0
2016-03-25 13:24:00,90427853,21439,6392,0
2016-03-25 13:24:10,90512848,21459,6397,0
2016-03-25 13:24:20,90579923,21475,6401,0
2016-03-25 13:24:30,90698920,21503,6406,0
2016-03-25 13:24:40,90812422,21530,6420,0
2016-03-25 13:24:51,90905575,21552,6424,0
2016-03-25 13:25:01,90965792,21567,6429,0
2016-03-25 13:25:11,91084467,21595,6438,0
2016-03-25 13:25:21,91148362,21610,6443,0
2016-03-25 13:25:31,91270540,21639,6448,0
2016-03-25 13:25:41,91365213,21662,6459,0
2016-03-25 13:25:51,91446871,21681,6461,0
2016-03-25 13:26:02,91565868,21709,6471,0
2016-03-25 13:26:12,91655285,21730,6478,0
2016-03-25 13:26:22,91748604,21752,6482,0
2016-03-25 13:26:32,91838021,21773,6492,0
2016-03-25 13:26:42,91957018,21802,6501,0
2016-03-25 13:26:52,92048872,21823,6508,0
2016-03-25 13:27:03,92110235,21838,6512,0
2016-03-25 13:27:13,92228086,21866,6522,0
2016-03-25 13:27:23,92320544,21888,6526,0
2016-03-25 13:27:33,92431121,21914,6536,0
2016-03-25 13:27:43,92524216,21936,6542,0
2016-03-25 13:27:53,92616069,21958,6545,0
2016-03-25 13:28:03,92679964,21973,6549,0
2016-03-25 13:28:14,92807635,22004,6559,0
2016-03-25 13:28:24,92879585,22020,6566,0
2016-03-25 13:28:34,93001938,22049,6575,0
2016-03-25 13:28:44,93091803,22071,6580,0
2016-03-25 13:28:54,93181278,22092,6589,0
2016-03-25 13:29:05,93181278,22092,6589,0
2016-03-25 13:29:15,93181278,22092,6589,0
2016-03-25 13:29:25,93181278,22092,6589,0
2016-03-25 13:29:36,93181278,22092,6589,0
2016-03-25 13:29:46,93181278,22092,6589,0
2016-03-25 13:29:56,93181278,22092,6589,0
2016-03-25 13:30:07,93181278,22092,6589,0
2016-03-25 13:30:17,93181278,22092,6589,0
2016-03-25 13:30:27,93181278,22092,6589,0
2016-03-25 13:30:37,93181278,22092,6589,0
2016-03-25 13:30:48,93181278,22092,6589,0
2016-03-25 13:30:58,93181278,22092,6589,0
2016-03-25 13:31:08,93181278,22092,6589,0
2016-03-25 13:31:18,93181278,22092,6589,0
2016-03-25 13:31:29,93181278,22092,6589,0
2016-03-25 13:31:39,93181278,22092,6589,0
2016-03-25 13:31:49,93181278,22092,6589,0
2016-03-25 13:31:59,93181278,22092,6589,0
2016-03-25 13:32:09,93181278,22092,6589,0
2016-03-25 13:32:20,93181278,22092,6589,0
2016-03-25 13:32:30,93181278,22092,6589,0
2016-03-25 13:32:40,93181278,22092,6589,0
2016-03-25 13:32:50,93181278,22092,6589,0
2016-03-25 13:33:00,93181278,22092,6589,0
2016-03-25 13:33:10,93181278,22092,6589,0
2016-03-25 13:33:21,93181278,22092,6589,0
2016-03-25 13:33:31,93181278,22092,6589,0
2016-03-25 13:33:41,93181278,22092,6589,0
2016-03-25 13:33:51,93181278,22092,6589,0
2016-03-25 13:34:01,93181278,22092,6589,0
2016-03-25 13:34:12,93181278,22092,6589,0
2016-03-25 13:34:22,93181278,22092,6589,0
2016-03-25 13:34:32,93181278,22092,6589,0
2016-03-25 13:34:42,93181278,22092,6589,0
2016-03-25 13:34:53,93181278,22092,6589,0
2016-03-25 13:35:03,93181278,22092,6589,0
2016-03-25 13:35:13,93181278,22092,6589,0
2016-03-25 13:35:23,93181278,22092,6589,0
2016-03-25 13:35:34,93181278,22092,6589,0
2016-03-25 13:35:44,93181278,22092,6589,0
2016-03-25 13:35:54,93181278,22092,6589,0
2016-03-25 13:36:05,93181278,22092,6589,0
2016-03-25 13:36:15,93181278,22092,6589,0
2016-03-25 13:36:25,93181278,22092,6589,0
2016-03-25 13:36:35,93181278,22092,6589,0
2016-03-25 13:36:46,93181278,22092,6589,0
2016-03-25 13:36:56,93181278,22092,6589,0
2016-03-25 13:37:06,93181278,22092,6589,0
2016-03-25 13:37:16,93181278,22092,6589,0
2016-03-25 13:37:26,93181278,22092,6589,0
2016-03-25 13:37:37,93181278,22092,6589,0
2016-03-25 13:37:47,93181278,22092,6589,0
2016-03-25 13:37:57,93181278,22092,6589,0
2016-03-25 13:38:07,93181278,22092,6589,0
2016-03-25 13:38:18,93181278,22092,6589,0
2016-03-25 13:38:28,93181278,22092,6589,0
2016-03-25 13:38:38,93181278,22092,6589,0
2016-03-25 13:38:48,93181278,22092,6589,0
2016-03-25 13:38:58,93181278,22092,6589,0
2016-03-25 13:39:09,93181278,22092,6589,0
