,RECORD_AFTER,RECORD_BEFORE,SPEND_TIME,TIME_AFTER,TIME_BEFORE
157,,307168802,585.796179056,,2016-03-16 03:30:17
158,,311238524,98.0940470695,,2016-03-16 03:35:04
159,,311238524,125.51677084,,2016-03-16 03:35:04
160,,315126432,81.4110600948,,2016-03-16 03:40:03
161,,315126432,100.26402998,,2016-03-16 03:40:03
162,,319009784,91.4774451256,,2016-03-16 03:45:02
163,,319009784,92.4763710499,,2016-03-16 03:45:02
164,,322868997,165.611115932,,2016-03-16 03:50:04
165,,322868997,184.670161009,,2016-03-16 03:50:04
166,,326758376,112.359747887,,2016-03-16 03:55:03
167,,326758376,129.110950947,,2016-03-16 03:55:03
168,,330645381,98.7180089951,,2016-03-16 04:00:02
169,,330645381,104.261080027,,2016-03-16 04:00:02
170,,334568291,109.757966995,,2016-03-16 04:05:03
171,,334568291,112.2610991,,2016-03-16 04:05:03
172,,338436272,153.492905855,,2016-03-16 04:10:03
173,,338436272,131.384594917,,2016-03-16 04:10:03
174,,341866199,133.542845964,,2016-03-16 04:15:06
175,,341866199,200.92793417,,2016-03-16 04:15:06
176,,345885295,242.070190907,,2016-03-16 04:20:04
177,,345885295,855.8073349,,2016-03-16 04:20:04
178,,350104153,100.426286936,,2016-03-16 04:25:02
179,,350104153,105.750430107,,2016-03-16 04:25:02
180,,354022668,74.9916331768,,2016-03-16 04:30:02
181,,354022668,96.8977789879,,2016-03-16 04:30:02
182,,357918292,90.6690051556,,2016-03-16 04:35:02
183,,357918292,98.7742359638,,2016-03-16 04:35:02
184,,361806200,143.815671206,,2016-03-16 04:40:04
185,,361806200,180.512800217,,2016-03-16 04:40:04
186,,365689552,83.9327030182,,2016-03-16 04:45:03
187,,365689552,95.0304059982,,2016-03-16 04:45:03
188,,369548765,101.449342012,,2016-03-16 04:50:02
189,,369548765,107.449501038,,2016-03-16 04:50:02
190,,373438144,91.8131740093,,2016-03-16 04:55:03
191,,373438144,103.277915001,,2016-03-16 04:55:03
192,,377325149,112.233696938,,2016-03-16 06:00:03
193,,377325149,178.892510891,,2016-03-16 06:00:03
194,,381122523,179.761633873,,2016-03-16 06:05:04
195,,381122523,488.706154108,,2016-03-16 06:05:04
196,,385116040,97.3749811649,,2016-03-16 06:10:03
197,,385116040,103.77132988,,2016-03-16 06:10:03
198,,388979232,94.0888178349,,2016-03-16 06:15:03
199,,388979232,96.0817952156,,2016-03-16 06:15:03
200,,392871127,112.179537058,,2016-03-16 06:20:03
201,,392871127,115.696189165,,2016-03-16 06:20:03
202,,396783921,86.850744009,,2016-03-16 06:25:03
203,,396783921,90.0799708366,,2016-03-16 06:25:03
204,,400415662,161.291591167,,2016-03-16 06:30:04
205,,400415662,217.23872304,,2016-03-16 06:30:04
206,,404598060,96.7451860905,,2016-03-16 06:35:04
207,,404598060,104.059721947,,2016-03-16 06:35:04
208,,408485968,90.1770138741,,2016-03-16 06:40:03
209,,408485968,106.198637009,,2016-03-16 06:40:03
210,,412369320,85.8968298435,,2016-03-16 06:45:03
211,,412369320,93.0809049606,,2016-03-16 06:45:03
212,,416228533,160.514648914,,2016-03-16 06:50:02
213,,416228533,216.004038095,,2016-03-16 06:50:02
214,,420117912,91.5576779842,,2016-03-16 06:55:03
215,,420117912,101.710510015,,2016-03-16 06:55:03
216,,424004917,107.892496109,,2016-03-16 07:00:03
217,,424004917,108.423085928,,2016-03-16 07:00:03
218,,427927827,109.405900955,,2016-03-16 07:05:03
219,,427927827,115.882984877,,2016-03-16 07:05:03
220,,431795808,386.470884085,,2016-03-16 07:10:03
221,,431795808,393.234025002,,2016-03-16 07:10:03
222,,434126788,253.880677938,,2016-03-16 07:15:04
223,,434126788,271.703552008,,2016-03-16 07:15:04
224,,439490021,123.501790047,,2016-03-16 07:20:03
225,,439490021,196.395479202,,2016-03-16 07:20:03
226,,443463689,115.003397942,,2016-03-16 07:25:04
227,,443463689,123.927682877,,2016-03-16 07:25:04
228,,447382204,93.5081088543,,2016-03-16 07:30:03
229,,447382204,101.918914795,,2016-03-16 07:30:03
230,,451277828,89.0483329296,,2016-03-16 07:35:03
231,,451277828,469.936707973,,2016-03-16 07:35:03
232,,454678770,178.844681978,,2016-03-16 07:40:03
233,,454678770,193.758189917,,2016-03-16 07:40:03
234,,459049088,158.931901932,,2016-03-16 07:45:03
235,,459049088,178.665686846,,2016-03-16 07:45:03
236,,462908301,202.044184923,,2016-03-16 07:50:04
237,,462908301,215.480498075,,2016-03-16 07:50:04
238,,466797680,282.573017836,,2016-03-16 07:55:05
239,,466797680,287.186568975,,2016-03-16 07:55:05
240,,470300309,332.071924925,,2016-03-16 08:00:03
241,,470300309,355.066033125,,2016-03-16 08:00:03
242,,474195699,448.922461033,,2016-03-16 08:05:06
243,,474195699,548.4145329,,2016-03-16 08:05:06
244,,477659553,1115.47581601,,2016-03-16 08:10:10
245,,477659669,5910.99191904,,2016-03-16 08:10:10
246,,480270707,,,2016-03-16 08:15:05
247,,480270707,,,2016-03-16 08:15:05
248,,482477338,,,2016-03-16 08:20:10
249,,482480389,,,2016-03-16 08:20:11
250,,484388904,,,2016-03-16 08:25:12
251,,484391734,,,2016-03-16 08:25:13
252,,486429011,,,2016-03-16 08:30:11
253,,486429011,,,2016-03-16 08:30:11
254,,487883440,,,2016-03-16 08:35:15
255,,487883440,,,2016-03-16 08:35:15
256,,488322100,,,2016-03-16 08:40:22
257,,488322100,,,2016-03-16 08:40:22
258,,488692358,,,2016-03-16 08:45:23
259,,488692416,,,2016-03-16 08:45:24
260,,488925977,,,2016-03-16 08:50:35
261,,488925977,,,2016-03-16 08:50:35
262,,489173855,,,2016-03-16 08:55:44
263,,489174723,,,2016-03-16 08:55:44
264,,489435903,,,2016-03-16 09:00:21
265,,489435904,,,2016-03-16 09:00:22
266,,489652353,,,2016-03-16 09:05:28
267,,489652353,,,2016-03-16 09:05:28
268,,489818122,,,2016-03-16 09:10:47
269,,489818137,,,2016-03-16 09:10:47
270,,489919910,,,2016-03-16 09:15:23
271,,489924073,,,2016-03-16 09:15:26
272,,490104283,,,2016-03-16 09:20:37
273,,490109813,,,2016-03-16 09:20:48
274,,490506761,,,2016-03-16 09:30:41
275,,490506761,,,2016-03-16 09:30:41
276,,491007727,,,2016-03-16 09:36:08
277,,491007727,,,2016-03-16 09:36:08
278,,491207589,,,2016-03-16 09:40:29
279,,491207589,,,2016-03-16 09:40:29
280,,491488131,,,2016-03-16 09:45:24
281,,491488014,,,2016-03-16 09:45:25
282,,491896458,,,2016-03-16 09:50:24
283,,491899972,,,2016-03-16 09:50:29
284,,492337307,,,2016-03-16 09:55:41
285,,492337310,,,2016-03-16 09:55:41
