,RECORD_AFTER,RECORD_BEFORE,SPEND_TIME,TIME_AFTER,TIME_BEFORE
136,,268446664,87.1866571903,,2016-03-16 02:40:02
137,,268446664,114.447110176,,2016-03-16 02:40:02
138,,272330016,99.989700079,,2016-03-16 02:45:02
139,,272330016,103.333826065,,2016-03-16 02:45:02
140,,276189229,106.898548841,,2016-03-16 02:50:01
141,,276189229,117.529932976,,2016-03-16 02:50:01
142,,280078608,109.917712927,,2016-03-16 02:55:01
143,,280078608,131.068341017,,2016-03-16 02:55:01
144,,283965613,92.012898922,,2016-03-16 03:00:01
145,,283965613,240.935046911,,2016-03-16 03:00:01
146,,287898500,243.687203884,,2016-03-16 03:05:03
147,,287898519,247.667163134,,2016-03-16 03:05:03
148,,291756504,104.144154072,,2016-03-16 03:10:01
149,,291756504,108.517768145,,2016-03-16 03:10:01
150,,295637377,92.1782579422,,2016-03-16 03:15:03
151,,295638426,116.006430149,,2016-03-16 03:15:03
152,,299514591,80.0115430355,,2016-03-16 03:20:03
153,,299514591,89.9410641193,,2016-03-16 03:20:03
154,,303424385,69.436661005,,2016-03-16 03:25:01
155,,303424385,82.7499120235,,2016-03-16 03:25:01
156,,306902786,121.580796957,,2016-03-16 03:30:01
157,,306902786,132.563740015,,2016-03-16 03:30:02
158,,311240423,96.9636509418,,2016-03-16 03:35:06
159,,311240423,125.918308973,,2016-03-16 03:35:06
160,,315126432,91.1541700363,,2016-03-16 03:40:03
161,,315126432,91.7767939568,,2016-03-16 03:40:03
162,,319056851,90.0632059574,,2016-03-16 03:45:04
163,,319056859,90.288695097,,2016-03-16 03:45:04
164,,322868997,153.645221949,,2016-03-16 03:50:03
165,,322868997,155.499682188,,2016-03-16 03:50:03
166,,326758376,123.961771011,,2016-03-16 03:55:03
167,,326758376,124.272963047,,2016-03-16 03:55:03
168,,330647079,97.7576789856,,2016-03-16 04:00:04
169,,330647079,103.123254061,,2016-03-16 04:00:04
170,,334568291,96.8267447948,,2016-03-16 04:05:05
171,,334568291,108.390590191,,2016-03-16 04:05:05
172,,338436272,112.152349949,,2016-03-16 04:10:04
173,,338436272,198.505336046,,2016-03-16 04:10:04
174,,341866199,173.531121969,,2016-03-16 04:15:05
175,,341866199,221.169358969,,2016-03-16 04:15:05
176,,345885295,205.480969906,,2016-03-16 04:20:04
177,,345885295,239.150277138,,2016-03-16 04:20:04
178,,350120477,101.424683094,,2016-03-16 04:25:04
179,,350120807,112.838742971,,2016-03-16 04:25:04
180,,354056668,78.2929651737,,2016-03-16 04:30:04
181,,354056686,88.5253059864,,2016-03-16 04:30:04
182,,357925292,87.3052477837,,2016-03-16 04:35:04
183,,357925292,93.2405951023,,2016-03-16 04:35:04
184,,361806200,163.101238012,,2016-03-16 04:40:05
185,,361806200,165.975986958,,2016-03-16 04:40:05
186,,366228321,82.4568657875,,2016-03-16 04:45:26
187,,366229022,87.465790987,,2016-03-16 04:45:26
188,,369548765,106.841809988,,2016-03-16 04:50:03
189,,369548765,107.475802898,,2016-03-16 04:50:03
190,,373438144,95.3816730976,,2016-03-16 04:55:04
191,,373438144,98.5828769207,,2016-03-16 04:55:04
192,,377325149,88.1077370644,,2016-03-16 06:00:03
193,,377325149,110.745502949,,2016-03-16 06:00:03
194,,381122523,173.247997999,,2016-03-16 06:05:04
195,,381122523,177.028594971,,2016-03-16 06:05:04
196,,385116040,93.9372708797,,2016-03-16 06:10:03
197,,385116040,100.342979908,,2016-03-16 06:10:03
198,,388979232,90.7028419971,,2016-03-16 06:15:03
199,,388979232,107.278718948,,2016-03-16 06:15:03
200,,392871127,107.726574183,,2016-03-16 06:20:03
201,,392871127,126.731615067,,2016-03-16 06:20:03
202,,396783921,84.0322420597,,2016-03-16 06:25:03
203,,396783921,159.863579988,,2016-03-16 06:25:03
204,,400415662,183.188064098,,2016-03-16 06:30:03
205,,400415662,490.096591949,,2016-03-16 06:30:03
206,,404598060,95.0399520397,,2016-03-16 06:35:04
207,,404598060,98.0219109058,,2016-03-16 06:35:04
208,,408508480,86.4997439384,,2016-03-16 06:40:05
209,,408508748,97.6978499889,,2016-03-16 06:40:05
210,,412369320,84.8193039894,,2016-03-16 06:45:03
211,,412369320,89.8637669086,,2016-03-16 06:45:03
212,,416228533,159.66472888,,2016-03-16 06:50:04
213,,416228533,163.522413969,,2016-03-16 06:50:04
214,,420261148,91.1045150757,,2016-03-16 06:55:15
215,,420261148,93.2566530704,,2016-03-16 06:55:15
216,,424004917,111.83501792,,2016-03-16 07:00:03
217,,424004917,111.853887081,,2016-03-16 07:00:03
218,,427927827,115.76738596,,2016-03-16 07:05:04
219,,427927827,117.965447903,,2016-03-16 07:05:04
220,,431795808,448.323122978,,2016-03-16 07:10:03
221,,431795808,459.504002094,,2016-03-16 07:10:03
222,,434165778,293.194287062,,2016-03-16 07:15:06
223,,434165778,297.338301897,,2016-03-16 07:15:06
224,,439503887,168.640078068,,2016-03-16 07:20:05
225,,439503887,179.096004963,,2016-03-16 07:20:05
226,,443463689,98.9302811623,,2016-03-16 07:25:05
227,,443463689,120.733845949,,2016-03-16 07:25:05
228,,447425880,92.710064888,,2016-03-16 07:30:06
229,,447425931,103.184218884,,2016-03-16 07:30:06
230,,451311582,94.2395160198,,2016-03-16 07:35:04
231,,451311715,94.9090979099,,2016-03-16 07:35:04
232,,454678770,140.120390892,,2016-03-16 07:40:03
233,,454678770,149.256334782,,2016-03-16 07:40:03
234,,459049088,164.721859932,,2016-03-16 07:45:03
235,,459049088,166.052555799,,2016-03-16 07:45:03
236,,462908301,207.497441053,,2016-03-16 07:50:05
237,,462908301,277.951538086,,2016-03-16 07:50:05
238,,466797680,331.767797947,,2016-03-16 07:55:05
239,,466797680,554.919647932,,2016-03-16 07:55:05
240,,470301287,326.55798912,,2016-03-16 08:00:05
241,,470302610,331.020614147,,2016-03-16 08:00:06
242,,474189809,391.956795216,,2016-03-16 08:05:05
243,,474189809,527.097652912,,2016-03-16 08:05:05
244,,477653402,796.190415144,,2016-03-16 08:10:08
245,,477653402,1315.18405795,,2016-03-16 08:10:08
246,,480276359,,,2016-03-16 08:15:06
247,,480276359,,,2016-03-16 08:15:07
248,,482479942,,,2016-03-16 08:20:10
249,,482479942,,,2016-03-16 08:20:10
250,,484377586,,,2016-03-16 08:25:09
251,,484377878,,,2016-03-16 08:25:09
252,,486461988,,,2016-03-16 08:30:16
253,,486461988,,,2016-03-16 08:30:16
254,,487888230,,,2016-03-16 08:35:23
255,,487888411,,,2016-03-16 08:35:24
256,,488326143,,,2016-03-16 08:40:27
257,,488326143,,,2016-03-16 08:40:28
258,,488687513,,,2016-03-16 08:45:17
259,,488687513,,,2016-03-16 08:45:17
260,,488924793,,,2016-03-16 08:50:26
261,,488924793,,,2016-03-16 08:50:26
262,,489151048,,,2016-03-16 08:55:25
263,,489151077,,,2016-03-16 08:55:25
264,,489657144,,,2016-03-16 09:05:56
265,,489657151,,,2016-03-16 09:05:56
266,,489825220,,,2016-03-16 09:11:03
267,,489825221,,,2016-03-16 09:11:03
268,,489926216,,,2016-03-16 09:15:30
269,,489926231,,,2016-03-16 09:15:30
270,,490117265,,,2016-03-16 09:20:59
271,,490117265,,,2016-03-16 09:20:59
272,,490307693,,,2016-03-16 09:27:30
273,,490307693,,,2016-03-16 09:27:30
274,,490566844,,,2016-03-16 09:31:22
275,,490566844,,,2016-03-16 09:31:22
276,,490976190,,,2016-03-16 09:35:41
277,,490976190,,,2016-03-16 09:35:41
278,,491206455,,,2016-03-16 09:40:28
279,,491208938,,,2016-03-16 09:40:31
280,,491706555,,,2016-03-16 09:48:19
281,,491708152,,,2016-03-16 09:48:32
282,,491873408,,,2016-03-16 09:50:10
283,,491873408,,,2016-03-16 09:50:10
284,,492340723,,,2016-03-16 09:56:14
285,,492340779,,,2016-03-16 09:56:18
