now,doc,size(MB),storageSize(MB),chunk
2016-03-25 16:46:49,84641232,20067,5983,0
2016-03-25 16:46:59,84824867,20111,5997,0
2016-03-25 16:47:09,84991285,20150,6008,0
2016-03-25 16:47:19,85111498,20179,6015,0
2016-03-25 16:47:30,85284688,20220,6027,0
2016-03-25 16:47:40,85422756,20252,6042,0
2016-03-25 16:47:50,85576068,20289,6050,0
2016-03-25 16:48:00,85730205,20326,6057,0
2016-03-25 16:48:11,85873628,20359,6069,0
2016-03-25 16:48:21,86052284,20402,6082,0
2016-03-25 16:48:31,86211202,20439,6094,0
2016-03-25 16:48:41,86360104,20475,6106,0
2016-03-25 16:48:52,86510750,20510,6115,0
2016-03-25 16:49:02,86664286,20547,6126,0
2016-03-25 16:49:12,86834576,20587,6140,0
2016-03-25 16:49:23,86986555,20624,6150,0
2016-03-25 16:49:33,87113931,20653,6156,0
2016-03-25 16:49:44,87251430,20687,6170,0
2016-03-25 16:49:54,87415793,20725,6180,0
2016-03-25 16:50:04,87589244,20766,6189,0
2016-03-25 16:50:14,87723795,20798,6201,0
2016-03-25 16:50:25,87864918,20831,6210,0
2016-03-25 16:50:35,88044258,20874,6224,0
2016-03-25 16:50:45,88219870,20916,6235,0
2016-03-25 16:50:55,88335119,20943,6240,0
2016-03-25 16:51:06,88523815,20988,6256,0
2016-03-25 16:51:16,88680889,21025,6265,0
2016-03-25 16:51:26,88832960,21061,6277,0
2016-03-25 16:51:36,88988713,21098,6284,0
2016-03-25 16:51:47,89133680,21132,6302,0
2016-03-25 16:51:57,89283762,21168,6307,0
2016-03-25 16:52:07,89417552,21200,6321,0
2016-03-25 16:52:17,89544935,21230,6330,0
2016-03-25 16:52:27,89736811,21275,6339,0
2016-03-25 16:52:38,89918466,21318,6356,0
2016-03-25 16:52:48,90014799,21341,6366,0
2016-03-25 16:52:58,90212693,21388,6376,0
2016-03-25 16:53:08,90308730,21411,6386,0
2016-03-25 16:53:18,90402049,21433,6393,0
2016-03-25 16:53:29,90490070,21454,6397,0
2016-03-25 16:53:39,90579923,21475,6402,0
2016-03-25 16:53:49,90698920,21503,6414,0
2016-03-25 16:53:59,90757320,21517,6416,0
2016-03-25 16:54:09,90876317,21545,6425,0
2016-03-25 16:54:19,90965792,21567,6432,0
2016-03-25 16:54:30,91080209,21594,6434,0
2016-03-25 16:54:40,91148362,21610,6441,0
2016-03-25 16:54:50,91270540,21639,6454,0
2016-03-25 16:55:00,91359213,21660,6460,0
2016-03-25 16:55:10,91446871,21681,6467,0
2016-03-25 16:55:20,91565868,21709,6469,0
2016-03-25 16:55:31,91655285,21730,6481,0
2016-03-25 16:55:41,91748604,21752,6488,0
2016-03-25 16:55:51,91838021,21773,6494,0
2016-03-25 16:56:01,91907123,21790,6497,0
2016-03-25 16:56:11,92024094,21817,6506,0
2016-03-25 16:56:21,92109089,21838,6513,0
2016-03-25 16:56:32,92228086,21866,6518,0
2016-03-25 16:56:42,92287544,21880,6525,0
2016-03-25 16:56:52,92413051,21910,6535,0
2016-03-25 16:57:02,92524216,21936,6539,0
2016-03-25 16:57:12,92616069,21958,6548,0
2016-03-25 16:57:22,92679964,21973,6552,0
2016-03-25 16:57:32,92798266,22001,6562,0
2016-03-25 16:57:43,92879585,22020,6562,0
2016-03-25 16:57:53,93001938,22049,6575,0
2016-03-25 16:58:03,93091803,22071,6580,0
2016-03-25 16:58:13,93181278,22092,6587,0
2016-03-25 16:58:23,93181278,22092,6587,0
2016-03-25 16:58:34,93181278,22092,6587,0
2016-03-25 16:58:44,93181278,22092,6587,0
2016-03-25 16:58:54,93181278,22092,6589,0
2016-03-25 16:59:04,93181278,22092,6589,0
2016-03-25 16:59:15,93181278,22092,6589,0
2016-03-25 16:59:25,93181278,22092,6589,0
2016-03-25 16:59:35,93181278,22092,6589,0
2016-03-25 16:59:46,93181278,22092,6589,0
2016-03-25 16:59:56,93181278,22092,6589,0
2016-03-25 17:00:06,93181278,22092,6589,0
2016-03-25 17:00:17,93181278,22092,6589,0
2016-03-25 17:00:27,93181278,22092,6589,0
2016-03-25 17:00:37,93181278,22092,6589,0
2016-03-25 17:00:48,93181278,22092,6589,0
2016-03-25 17:00:58,93181278,22092,6589,0
2016-03-25 17:01:08,93181278,22092,6589,0
2016-03-25 17:01:18,93181278,22092,6589,0
2016-03-25 17:01:29,93181278,22092,6589,0
2016-03-25 17:01:39,93181278,22092,6589,0
2016-03-25 17:01:49,93181278,22092,6589,0
2016-03-25 17:01:59,93181278,22092,6589,0
2016-03-25 17:02:10,93181278,22092,6589,0
2016-03-25 17:02:20,93181278,22092,6589,0
2016-03-25 17:02:30,93181278,22092,6589,0
2016-03-25 17:02:41,93181278,22092,6589,0
2016-03-25 17:02:51,93181278,22092,6589,0
2016-03-25 17:03:01,93181278,22092,6589,0
2016-03-25 17:03:12,93181278,22092,6589,0
2016-03-25 17:03:22,93181278,22092,6589,0
2016-03-25 17:03:32,93181278,22092,6589,0
2016-03-25 17:03:42,93181278,22092,6589,0
2016-03-25 17:03:53,93181278,22092,6589,0
2016-03-25 17:04:03,93181278,22092,6589,0
2016-03-25 17:04:13,93181278,22092,6589,0
2016-03-25 17:04:24,93181278,22092,6589,0
2016-03-25 17:04:34,93181278,22092,6589,0
2016-03-25 17:04:44,93181278,22092,6589,0
2016-03-25 17:04:54,93181278,22092,6589,0
2016-03-25 17:05:05,93181278,22092,6589,0
2016-03-25 17:05:15,93181278,22092,6589,0
2016-03-25 17:05:25,93181278,22092,6589,0
2016-03-25 17:05:36,93181278,22092,6589,0
2016-03-25 17:05:46,93181278,22092,6589,0
2016-03-25 17:05:56,93181278,22092,6589,0
2016-03-25 17:06:06,93181278,22092,6589,0
2016-03-25 17:06:17,93181278,22092,6589,0
2016-03-25 17:06:27,93181278,22092,6589,0
2016-03-25 17:06:37,93181278,22092,6589,0
2016-03-25 17:06:48,93181278,22092,6589,0
2016-03-25 17:06:58,93181278,22092,6589,0
2016-03-25 17:07:08,93181278,22092,6589,0
2016-03-25 17:07:19,93181278,22092,6589,0
2016-03-25 17:07:29,93181278,22092,6589,0
2016-03-25 17:07:39,93181278,22092,6589,0
2016-03-25 17:07:50,93181278,22092,6589,0
2016-03-25 17:08:00,93181278,22092,6589,0
2016-03-25 17:08:10,93181278,22092,6589,0
2016-03-25 17:08:20,93181278,22092,6589,0
2016-03-25 17:08:31,93181278,22092,6589,0
2016-03-25 17:08:41,93181278,22092,6589,0
2016-03-25 17:08:51,93181278,22092,6589,0
2016-03-25 17:09:02,93181278,22092,6589,0
2016-03-25 17:09:12,93181278,22092,6589,0
2016-03-25 17:09:22,93181278,22092,6589,0
2016-03-25 17:09:32,93181278,22092,6589,0
2016-03-25 17:09:43,93181278,22092,6589,0
2016-03-25 17:09:53,93181278,22092,6589,0
2016-03-25 17:10:03,93181278,22092,6589,0
2016-03-25 17:10:13,93181278,22092,6589,0
2016-03-25 17:10:24,93181278,22092,6589,0
2016-03-25 17:10:34,93181278,22092,6589,0
2016-03-25 17:10:44,93181278,22092,6589,0
2016-03-25 17:10:55,93181278,22092,6589,0
2016-03-25 17:11:05,93181278,22092,6589,0
2016-03-25 17:11:15,93181278,22092,6589,0
2016-03-25 17:11:25,93181278,22092,6589,0
2016-03-25 17:11:36,93181278,22092,6589,0
2016-03-25 17:11:46,93181278,22092,6589,0
2016-03-25 17:11:56,93181278,22092,6589,0
2016-03-25 17:12:07,93181278,22092,6589,0
2016-03-25 17:12:17,93181278,22092,6589,0
2016-03-25 17:12:27,93181278,22092,6589,0
2016-03-25 17:12:37,93181278,22092,6589,0
2016-03-25 17:12:48,93181278,22092,6589,0
2016-03-25 17:12:58,93181278,22092,6589,0
2016-03-25 17:13:08,93181278,22092,6589,0
2016-03-25 17:13:18,93181278,22092,6589,0
2016-03-25 17:13:29,93181278,22092,6589,0
2016-03-25 17:13:39,93181278,22092,6589,0
2016-03-25 17:13:49,93181278,22092,6589,0
2016-03-25 17:14:00,93181278,22092,6589,0
2016-03-25 17:14:10,93181278,22092,6589,0
2016-03-25 17:14:20,93181278,22092,6589,0
2016-03-25 17:14:31,93181278,22092,6589,0
2016-03-25 17:14:41,93181278,22092,6589,0
2016-03-25 17:14:51,93181278,22092,6589,0
2016-03-25 17:15:01,93181278,22092,6589,0
2016-03-25 17:15:12,93181278,22092,6589,0
2016-03-25 17:15:22,93181278,22092,6589,0
2016-03-25 17:15:32,93181278,22092,6589,0
2016-03-25 17:15:43,93181278,22092,6589,0
2016-03-25 17:15:53,93181278,22092,6589,0
2016-03-25 17:16:03,93181278,22092,6589,0
2016-03-25 17:16:14,93181278,22092,6589,0
2016-03-25 17:16:24,93181278,22092,6589,0
2016-03-25 17:16:34,93181278,22092,6589,0
2016-03-25 17:16:44,93181278,22092,6589,0
2016-03-25 17:16:55,93181278,22092,6589,0
2016-03-25 17:17:05,93181278,22092,6589,0
2016-03-25 17:17:15,93181278,22092,6589,0
2016-03-25 17:17:25,93181278,22092,6589,0
2016-03-25 17:17:36,93181278,22092,6589,0
2016-03-25 17:17:46,93181278,22092,6589,0
2016-03-25 17:17:56,93181278,22092,6589,0
2016-03-25 17:18:06,93181278,22092,6589,0
2016-03-25 17:18:17,93181278,22092,6589,0
2016-03-25 17:18:27,93181278,22092,6589,0
2016-03-25 17:18:37,93181278,22092,6589,0
2016-03-25 17:18:48,93181278,22092,6589,0
2016-03-25 17:18:58,93181278,22092,6589,0
2016-03-25 17:19:08,93181278,22092,6589,0
2016-03-25 17:19:19,93181278,22092,6589,0
2016-03-25 17:19:29,93181278,22092,6589,0
2016-03-25 17:19:39,93181278,22092,6589,0
2016-03-25 17:19:49,93181278,22092,6589,0
2016-03-25 17:20:00,93181278,22092,6589,0
2016-03-25 17:20:10,93181278,22092,6589,0
2016-03-25 17:20:20,93181278,22092,6589,0
2016-03-25 17:20:31,93181278,22092,6589,0
2016-03-25 17:20:41,93181278,22092,6589,0
2016-03-25 17:20:51,93181278,22092,6589,0
2016-03-25 17:21:01,93181278,22092,6589,0
2016-03-25 17:21:12,93181278,22092,6589,0
2016-03-25 17:21:22,93181278,22092,6589,0
2016-03-25 17:21:32,93181278,22092,6589,0
2016-03-25 17:21:42,93181278,22092,6589,0
2016-03-25 17:21:53,93181278,22092,6589,0
2016-03-25 17:22:03,93181278,22092,6589,0
2016-03-25 17:22:13,93181278,22092,6589,0
2016-03-25 17:22:24,93181278,22092,6589,0
2016-03-25 17:22:34,93181278,22092,6589,0
2016-03-25 17:22:44,93181278,22092,6589,0
2016-03-25 17:22:54,93181278,22092,6589,0
2016-03-25 17:23:05,93181278,22092,6589,0
2016-03-25 17:23:15,93181278,22092,6589,0
2016-03-25 17:23:25,93181278,22092,6589,0
2016-03-25 17:23:36,93181278,22092,6589,0
2016-03-25 17:23:46,93181278,22092,6589,0
2016-03-25 17:23:56,93181278,22092,6589,0
2016-03-25 17:24:07,93181278,22092,6589,0
2016-03-25 17:24:17,93181278,22092,6589,0
2016-03-25 17:24:27,93181278,22092,6589,0
2016-03-25 17:24:37,93181278,22092,6589,0
2016-03-25 17:24:48,93181278,22092,6589,0
2016-03-25 17:24:58,93181278,22092,6589,0
2016-03-25 17:25:08,93181278,22092,6589,0
2016-03-25 17:25:19,93181278,22092,6589,0
2016-03-25 17:25:29,93181278,22092,6589,0
2016-03-25 17:25:39,93181278,22092,6589,0
2016-03-25 17:25:49,93181278,22092,6589,0
2016-03-25 17:26:00,93181278,22092,6589,0
2016-03-25 17:26:10,93181278,22092,6589,0
2016-03-25 17:26:20,93181278,22092,6589,0
2016-03-25 17:26:31,93181278,22092,6589,0
2016-03-25 17:26:41,93181278,22092,6589,0
2016-03-25 17:26:51,93181278,22092,6589,0
2016-03-25 17:27:02,93181278,22092,6589,0
2016-03-25 17:27:12,93181278,22092,6589,0
2016-03-25 17:27:22,93181278,22092,6589,0
2016-03-25 17:27:32,93181278,22092,6589,0
2016-03-25 17:27:43,93181278,22092,6589,0
2016-03-25 17:27:53,93181278,22092,6589,0
2016-03-25 17:28:03,93181278,22092,6589,0
2016-03-25 17:28:14,93181278,22092,6589,0
2016-03-25 17:28:24,93181278,22092,6589,0
2016-03-25 17:28:34,93181278,22092,6589,0
2016-03-25 17:28:44,93181278,22092,6589,0
2016-03-25 17:28:55,93181278,22092,6589,0
2016-03-25 17:29:05,93181278,22092,6589,0
2016-03-25 17:29:15,93181278,22092,6589,0
2016-03-25 17:29:25,93181278,22092,6589,0
2016-03-25 17:29:36,93181278,22092,6589,0
2016-03-25 17:29:46,93181278,22092,6589,0
2016-03-25 17:29:56,93181278,22092,6589,0
2016-03-25 17:30:06,93181278,22092,6589,0
