,now,doc,size(MB),storageSize(MB),chunk,insert_per_10sec
42,2016-03-25 11:45:47,6046316,1434.0,425.0,0,132923
43,2016-03-25 11:45:58,6219283,1474.0,438.0,0,172967
44,2016-03-25 11:46:08,6369639,1510.0,448.0,0,150356
45,2016-03-25 11:46:18,6506663,1542.0,457.0,0,137024
46,2016-03-25 11:46:29,6624668,1571.0,466.0,0,118005
47,2016-03-25 11:46:39,6755735,1601.0,475.0,0,131067
48,2016-03-25 11:46:49,6989266,1657.0,492.0,0,233531
49,2016-03-25 11:46:59,7081233,1678.0,499.0,0,91967
50,2016-03-25 11:47:09,7209047,1709.0,508.0,0,127814
51,2016-03-25 11:47:20,7381525,1750.0,520.0,0,172478
52,2016-03-25 11:47:30,7514951,1781.0,529.0,0,133426
53,2016-03-25 11:47:40,7643470,1812.0,538.0,0,128519
54,2016-03-25 11:47:50,7761788,1840.0,547.0,0,118318
55,2016-03-25 11:48:01,7926450,1879.0,557.0,0,164662
56,2016-03-25 11:48:11,8054572,1909.0,566.0,0,128122
57,2016-03-25 11:48:21,8224719,1950.0,580.0,0,170147
58,2016-03-25 11:48:31,8312854,1970.0,585.0,0,88135
59,2016-03-25 11:48:42,8440810,2001.0,594.0,0,127956
60,2016-03-25 11:48:52,8602006,2040.0,605.0,0,161196
61,2016-03-25 11:49:02,8751873,2074.0,615.0,0,149867
62,2016-03-25 11:49:12,8905708,2111.0,626.0,0,153835
63,2016-03-25 11:49:23,9073158,2151.0,638.0,0,167450
64,2016-03-25 11:49:33,9166477,2173.0,645.0,0,93319
65,2016-03-25 11:49:43,9333093,2213.0,656.0,0,166616
66,2016-03-25 11:49:53,9463856,2243.0,666.0,0,130763
67,2016-03-25 11:50:04,9636842,2285.0,677.0,0,172986
68,2016-03-25 11:50:14,9780883,2318.0,689.0,0,144041
69,2016-03-25 11:50:24,9897021,2346.0,696.0,0,116138
70,2016-03-25 11:50:34,10068219,2387.0,710.0,0,171198
71,2016-03-25 11:50:45,10226211,2424.0,719.0,0,157992
72,2016-03-25 11:50:55,10341530,2451.0,729.0,0,115319
73,2016-03-25 11:51:05,10511910,2492.0,740.0,0,170380
74,2016-03-25 11:51:15,10671474,2530.0,752.0,0,159564
75,2016-03-25 11:51:26,10771927,2554.0,759.0,0,100453
76,2016-03-25 11:51:36,11016599,2611.0,775.0,0,244672
77,2016-03-25 11:51:46,11096479,2630.0,782.0,0,79880
78,2016-03-25 11:51:56,11228227,2662.0,791.0,0,131748
79,2016-03-25 11:52:06,11337795,2688.0,798.0,0,109568
80,2016-03-25 11:52:17,11548009,2738.0,814.0,0,210214
81,2016-03-25 11:52:27,11670505,2766.0,821.0,0,122496
82,2016-03-25 11:52:37,11820662,2802.0,833.0,0,150157
83,2016-03-25 11:52:47,11956362,2834.0,842.0,0,135700
84,2016-03-25 11:52:58,12158192,2882.0,856.0,0,201830
85,2016-03-25 11:53:08,12300730,2916.0,866.0,0,142538
86,2016-03-25 11:53:18,12425365,2945.0,875.0,0,124635
87,2016-03-25 11:53:28,12550841,2975.0,884.0,0,125476
88,2016-03-25 11:53:39,12704211,3012.0,896.0,0,153370
89,2016-03-25 11:53:49,12876363,3053.0,907.0,0,172152
90,2016-03-25 11:53:59,13030511,3089.0,919.0,0,154148
91,2016-03-25 11:54:09,13120376,3110.0,924.0,0,89865
92,2016-03-25 11:54:19,13280563,3149.0,935.0,0,160187
93,2016-03-25 11:54:30,13424592,3182.0,944.0,0,144029
94,2016-03-25 11:54:40,13579770,3219.0,956.0,0,155178
95,2016-03-25 11:54:50,13704295,3249.0,965.0,0,124525
96,2016-03-25 11:55:00,13829430,3279.0,975.0,0,125135
97,2016-03-25 11:55:11,13974450,3313.0,984.0,0,145020
98,2016-03-25 11:55:21,14148509,3354.0,996.0,0,174059
99,2016-03-25 11:55:31,14295429,3389.0,1007.0,0,146920
100,2016-03-25 11:55:41,14443850,3424.0,1016.0,0,148421
101,2016-03-25 11:55:52,14564806,3453.0,1026.0,0,120956
102,2016-03-25 11:56:02,14720559,3490.0,1037.0,0,155753
103,2016-03-25 11:56:12,14855412,3522.0,1047.0,0,134853
104,2016-03-25 11:56:22,15009708,3559.0,1058.0,0,154296
105,2016-03-25 11:56:32,15139063,3589.0,1067.0,0,129355
106,2016-03-25 11:56:43,15338433,3636.0,1081.0,0,199370
107,2016-03-25 11:56:53,15468599,3667.0,1091.0,0,130166
108,2016-03-25 11:57:03,15651617,3710.0,1102.0,0,183018
109,2016-03-25 11:57:13,15769279,3738.0,1112.0,0,117662
110,2016-03-25 11:57:23,15895998,3768.0,1121.0,0,126719
111,2016-03-25 11:57:34,16038989,3803.0,1130.0,0,142991
112,2016-03-25 11:57:44,16217825,3845.0,1142.0,0,178836
113,2016-03-25 11:57:54,16319858,3869.0,1149.0,0,102033
114,2016-03-25 11:58:04,16461388,3903.0,1160.0,0,141530
115,2016-03-25 11:58:15,16651595,3947.0,1174.0,0,190207
116,2016-03-25 11:58:25,16792215,3981.0,1184.0,0,140620
117,2016-03-25 11:58:35,16934308,4015.0,1193.0,0,142093
118,2016-03-25 11:58:45,17069022,4046.0,1202.0,0,134714
119,2016-03-25 11:58:56,17191897,4076.0,1207.0,0,122875
120,2016-03-25 11:59:06,17343333,4111.0,1227.0,0,151436
121,2016-03-25 11:59:16,17492746,4147.0,1236.0,0,149413
122,2016-03-25 11:59:26,17645664,4183.0,1244.0,0,152918
123,2016-03-25 11:59:37,17807447,4222.0,1256.0,0,161783
124,2016-03-25 11:59:47,17946059,4254.0,1268.0,0,138612
125,2016-03-25 11:59:57,18095471,4290.0,1270.0,0,149412
126,2016-03-25 12:00:07,18246330,4326.0,1288.0,0,150859
127,2016-03-25 12:00:18,18398981,4362.0,1298.0,0,152651
128,2016-03-25 12:00:28,18519937,4390.0,1305.0,0,120956
129,2016-03-25 12:00:38,18690877,4431.0,1319.0,0,170940
130,2016-03-25 12:00:48,18794571,4456.0,1326.0,0,103694
131,2016-03-25 12:00:58,18971412,4498.0,1340.0,0,176841
132,2016-03-25 12:01:09,19128844,4535.0,1351.0,0,157432
133,2016-03-25 12:01:19,19306387,4577.0,1360.0,0,177543
134,2016-03-25 12:01:29,19423053,4605.0,1370.0,0,116666
135,2016-03-25 12:01:39,19588376,4644.0,1377.0,0,165323
136,2016-03-25 12:01:50,19735429,4679.0,1395.0,0,147053
137,2016-03-25 12:02:00,19874499,4712.0,1404.0,0,139070
138,2016-03-25 12:02:10,20036362,4750.0,1414.0,0,161863
139,2016-03-25 12:02:20,20182973,4785.0,1414.0,0,146611
140,2016-03-25 12:02:30,20349049,4824.0,1434.0,0,166076
141,2016-03-25 12:02:41,20480185,4855.0,1444.0,0,131136
142,2016-03-25 12:02:51,20635849,4892.0,1455.0,0,155664
143,2016-03-25 12:03:01,20751682,4920.0,1464.0,0,115833
144,2016-03-25 12:03:11,20900099,4955.0,1475.0,0,148417
145,2016-03-25 12:03:22,21086978,5000.0,1485.0,0,186879
146,2016-03-25 12:03:32,21229089,5033.0,1497.0,0,142111
147,2016-03-25 12:03:42,21415651,5077.0,1509.0,0,186562
148,2016-03-25 12:03:52,21557778,5111.0,1520.0,0,142127
149,2016-03-25 12:04:03,21716936,5149.0,1529.0,0,159158
150,2016-03-25 12:04:13,21870883,5185.0,1543.0,0,153947
151,2016-03-25 12:04:23,21998839,5215.0,1548.0,0,127956
152,2016-03-25 12:04:33,22162484,5254.0,1564.0,0,163645
153,2016-03-25 12:04:43,22311499,5290.0,1571.0,0,149015
154,2016-03-25 12:04:54,22458055,5325.0,1583.0,0,146556
155,2016-03-25 12:05:04,22592107,5356.0,1594.0,0,134052
156,2016-03-25 12:05:14,22728472,5389.0,1602.0,0,136365
157,2016-03-25 12:05:25,22863662,5420.0,1613.0,0,135190
158,2016-03-25 12:05:35,23045596,5463.0,1624.0,0,181934
159,2016-03-25 12:05:45,23161438,5491.0,1634.0,0,115842
160,2016-03-25 12:05:55,23316975,5528.0,1645.0,0,155537
161,2016-03-25 12:06:06,23465268,5563.0,1657.0,0,148293
162,2016-03-25 12:06:16,23626202,5601.0,1668.0,0,160934
163,2016-03-25 12:06:26,23773220,5636.0,1680.0,0,147018
164,2016-03-25 12:06:36,23915106,5670.0,1682.0,0,141886
165,2016-03-25 12:06:46,24065041,5705.0,1698.0,0,149935
166,2016-03-25 12:06:57,24222363,5742.0,1710.0,0,157322
167,2016-03-25 12:07:07,24357047,5775.0,1717.0,0,134684
168,2016-03-25 12:07:17,24516743,5812.0,1731.0,0,159696
169,2016-03-25 12:07:27,24646477,5843.0,1740.0,0,129734
170,2016-03-25 12:07:38,24823388,5885.0,1749.0,0,176911
171,2016-03-25 12:07:48,24948023,5914.0,1758.0,0,124635
172,2016-03-25 12:07:58,25125205,5956.0,1772.0,0,177182
173,2016-03-25 12:08:08,25269135,5991.0,1784.0,0,143930
174,2016-03-25 12:08:18,25376704,6016.0,1791.0,0,107569
175,2016-03-25 12:08:29,25567020,6062.0,1791.0,0,190316
176,2016-03-25 12:08:39,25672760,6087.0,1809.0,0,105740
177,2016-03-25 12:08:49,25815989,6121.0,1821.0,0,143229
178,2016-03-25 12:09:00,26000365,6164.0,1835.0,0,184376
179,2016-03-25 12:09:10,26129122,6195.0,1842.0,0,128757
180,2016-03-25 12:09:20,26273367,6229.0,1853.0,0,144245
181,2016-03-25 12:09:30,26428377,6265.0,1865.0,0,155010
182,2016-03-25 12:09:41,26589062,6304.0,1870.0,0,160685
183,2016-03-25 12:09:51,26713607,6334.0,1886.0,0,124545
184,2016-03-25 12:10:01,26871172,6370.0,1893.0,0,157565
185,2016-03-25 12:10:11,27002308,6401.0,1904.0,0,131136
186,2016-03-25 12:10:21,27171887,6442.0,1918.0,0,169579
187,2016-03-25 12:10:32,27323945,6478.0,1925.0,0,152058
188,2016-03-25 12:10:42,27475863,6514.0,1939.0,0,151918
189,2016-03-25 12:10:52,27629233,6550.0,1951.0,0,153370
190,2016-03-25 12:11:02,27753511,6580.0,1960.0,0,124278
191,2016-03-25 12:11:13,27898449,6614.0,1969.0,0,144938
192,2016-03-25 12:11:23,28079605,6657.0,1980.0,0,181156
193,2016-03-25 12:11:33,28210742,6688.0,1990.0,0,131137
194,2016-03-25 12:11:43,28376362,6728.0,2002.0,0,165620
195,2016-03-25 12:11:54,28529938,6764.0,2006.0,0,153576
196,2016-03-25 12:12:04,28664137,6796.0,2006.0,0,134199
197,2016-03-25 12:12:14,28823218,6833.0,2032.0,0,159081
198,2016-03-25 12:12:24,28961442,6866.0,2042.0,0,138224
199,2016-03-25 12:12:34,29105921,6900.0,2048.0,0,144479
200,2016-03-25 12:12:45,29287702,6943.0,2064.0,0,181781
201,2016-03-25 12:12:55,29411980,6973.0,2076.0,0,124278
202,2016-03-25 12:13:05,29557021,7007.0,2087.0,0,145041
203,2016-03-25 12:13:16,29694574,7040.0,2096.0,0,137553
204,2016-03-25 12:13:26,29903242,7089.0,2110.0,0,208668
205,2016-03-25 12:13:36,30017495,7116.0,2117.0,0,114253
206,2016-03-25 12:13:46,30158618,7150.0,2126.0,0,141123
207,2016-03-25 12:13:57,30315774,7187.0,2136.0,0,157156
208,2016-03-25 12:14:07,30486677,7228.0,2152.0,0,170903
209,2016-03-25 12:14:17,30590161,7253.0,2152.0,0,103484
210,2016-03-25 12:14:27,30732071,7286.0,2171.0,0,141910
211,2016-03-25 12:14:38,30908180,7328.0,2182.0,0,176109
212,2016-03-25 12:14:48,31042330,7359.0,2187.0,0,134150
213,2016-03-25 12:14:58,31166964,7389.0,2196.0,0,124634
214,2016-03-25 12:15:08,31340006,7430.0,2210.0,0,173042
215,2016-03-25 12:15:19,31553970,7481.0,2226.0,0,213964
216,2016-03-25 12:15:29,31667743,7508.0,2235.0,0,113773
217,2016-03-25 12:15:39,31810127,7542.0,2240.0,0,142384
218,2016-03-25 12:15:49,31944660,7573.0,2251.0,0,134533
219,2016-03-25 12:16:00,32140576,7620.0,2265.0,0,195916
220,2016-03-25 12:16:10,32251305,7646.0,2272.0,0,110729
221,2016-03-25 12:16:20,32414722,7685.0,2286.0,0,163417
222,2016-03-25 12:16:31,32533379,7713.0,2297.0,0,118657
223,2016-03-25 12:16:41,32696005,7752.0,2308.0,0,162626
224,2016-03-25 12:16:51,32878937,7795.0,2319.0,0,182932
225,2016-03-25 12:17:01,33025638,7830.0,2330.0,0,146701
226,2016-03-25 12:17:12,33159971,7861.0,2339.0,0,134333
227,2016-03-25 12:17:22,33298779,7895.0,2351.0,0,138808
228,2016-03-25 12:17:32,33448315,7930.0,2360.0,0,149536
229,2016-03-25 12:17:42,33579285,7961.0,2370.0,0,130970
230,2016-03-25 12:17:52,33733797,7997.0,2379.0,0,154512
231,2016-03-25 12:18:03,33901313,8038.0,2393.0,0,167516
232,2016-03-25 12:18:13,34055973,8074.0,2404.0,0,154660
233,2016-03-25 12:18:23,34183929,8104.0,2404.0,0,127956
234,2016-03-25 12:18:33,34331916,8139.0,2429.0,0,147987
235,2016-03-25 12:18:44,34513439,8182.0,2437.0,0,181523
236,2016-03-25 12:18:54,34657951,8217.0,2444.0,0,144512
237,2016-03-25 12:19:04,34811711,8253.0,2460.0,0,153760
238,2016-03-25 12:19:14,34951173,8286.0,2467.0,0,139462
239,2016-03-25 12:19:25,35107947,8323.0,2481.0,0,156774
240,2016-03-25 12:19:35,35264497,8360.0,2494.0,0,156550
241,2016-03-25 12:19:45,35411736,8395.0,2502.0,0,147239
242,2016-03-25 12:19:55,35538289,8425.0,2511.0,0,126553
243,2016-03-25 12:20:06,35714308,8467.0,2523.0,0,176019
244,2016-03-25 12:20:16,35859275,8501.0,2532.0,0,144967
245,2016-03-25 12:20:26,35994696,8534.0,2539.0,0,135421
246,2016-03-25 12:20:37,36159525,8573.0,2553.0,0,164829
247,2016-03-25 12:20:47,36307943,8608.0,2565.0,0,148418
248,2016-03-25 12:20:57,36455062,8643.0,2576.0,0,147119
249,2016-03-25 12:21:07,36572442,8671.0,2585.0,0,117380
250,2016-03-25 12:21:17,36710575,8703.0,2592.0,0,138133
251,2016-03-25 12:21:28,36837128,8733.0,2604.0,0,126553
252,2016-03-25 12:21:38,36982095,8768.0,2615.0,0,144967
253,2016-03-25 12:21:48,37183484,8816.0,2627.0,0,201389
254,2016-03-25 12:21:58,37311290,8846.0,2634.0,0,127806
255,2016-03-25 12:22:09,37464241,8882.0,2643.0,0,152951
256,2016-03-25 12:22:19,37671753,8932.0,2659.0,0,207512
257,2016-03-25 12:22:29,37814591,8965.0,2669.0,0,142838
258,2016-03-25 12:22:39,37980213,9004.0,2685.0,0,165622
259,2016-03-25 12:22:50,38104848,9034.0,2692.0,0,124635
260,2016-03-25 12:23:00,38233859,9065.0,2701.0,0,129011
261,2016-03-25 12:23:10,38408749,9106.0,2713.0,0,174890
262,2016-03-25 12:23:20,38546374,9139.0,2720.0,0,137625
263,2016-03-25 12:23:31,38703358,9176.0,2733.0,0,156984
264,2016-03-25 12:23:41,38830098,9206.0,2745.0,0,126740
265,2016-03-25 12:23:51,38972995,9240.0,2752.0,0,142897
266,2016-03-25 12:24:01,39147120,9282.0,2766.0,0,174125
267,2016-03-25 12:24:12,39265093,9309.0,2773.0,0,117973
268,2016-03-25 12:24:22,39396229,9340.0,2780.0,0,131136
269,2016-03-25 12:24:32,39612722,9391.0,2796.0,0,216493
270,2016-03-25 12:24:42,39735597,9420.0,2809.0,0,122875
271,2016-03-25 12:24:53,39905475,9461.0,2817.0,0,169878
272,2016-03-25 12:25:03,40064572,9499.0,2828.0,0,159097
273,2016-03-25 12:25:13,40152054,9519.0,2838.0,0,87482
274,2016-03-25 12:25:24,40313326,9558.0,2842.0,0,161272
275,2016-03-25 12:25:34,40501050,9602.0,2858.0,0,187724
276,2016-03-25 12:25:44,40661413,9641.0,2872.0,0,160363
277,2016-03-25 12:25:54,40813802,9676.0,2882.0,0,152389
278,2016-03-25 12:26:05,40936677,9705.0,2893.0,0,122875
279,2016-03-25 12:26:15,41107134,9746.0,2902.0,0,170457
280,2016-03-25 12:26:25,41263270,9783.0,2914.0,0,156136
281,2016-03-25 12:26:35,41391392,9813.0,2919.0,0,128122
282,2016-03-25 12:26:46,41566888,9855.0,2938.0,0,175496
283,2016-03-25 12:26:56,41699935,9887.0,2942.0,0,133047
284,2016-03-25 12:27:06,41840598,9919.0,2953.0,0,140663
285,2016-03-25 12:27:17,42049460,9969.0,2970.0,0,208862
286,2016-03-25 12:27:27,42103496,9982.0,2974.0,0,54036
287,2016-03-25 12:27:37,42348128,10040.0,2988.0,0,244632
288,2016-03-25 12:27:47,42480589,10072.0,3002.0,0,132461
289,2016-03-25 12:27:57,42593036,10098.0,3004.0,0,112447
290,2016-03-25 12:28:08,42771589,10140.0,3023.0,0,178553
291,2016-03-25 12:28:18,42899842,10171.0,3023.0,0,128253
292,2016-03-25 12:28:28,43041379,10204.0,3037.0,0,141537
293,2016-03-25 12:28:38,43224048,10248.0,3053.0,0,182669
294,2016-03-25 12:28:49,43388733,10287.0,3066.0,0,164685
295,2016-03-25 12:28:59,43526495,10319.0,3074.0,0,137762
296,2016-03-25 12:29:09,43677826,10355.0,3083.0,0,151331
297,2016-03-25 12:29:20,43831362,10391.0,3095.0,0,153536
298,2016-03-25 12:29:30,43963409,10424.0,3104.0,0,132047
299,2016-03-25 12:29:40,44067801,10448.0,3108.0,0,104392
300,2016-03-25 12:29:50,44252673,10492.0,3128.0,0,184872
301,2016-03-25 12:30:00,44443650,10537.0,3139.0,0,190977
302,2016-03-25 12:30:11,44605664,10575.0,3150.0,0,162014
303,2016-03-25 12:30:21,44741457,10607.0,3152.0,0,135793
304,2016-03-25 12:30:31,44861683,10636.0,3169.0,0,120226
305,2016-03-25 12:30:41,45030291,10676.0,3180.0,0,168608
306,2016-03-25 12:30:52,45150725,10704.0,3191.0,0,120434
307,2016-03-25 12:31:02,45308047,10742.0,3199.0,0,157322
308,2016-03-25 12:31:12,45467848,10780.0,3201.0,0,159801
309,2016-03-25 12:31:22,45577326,10805.0,3217.0,0,109478
310,2016-03-25 12:31:33,45721049,10840.0,3226.0,0,143723
311,2016-03-25 12:31:43,45893417,10881.0,3240.0,0,172368
312,2016-03-25 12:31:53,46005346,10907.0,3252.0,0,111929
313,2016-03-25 12:32:03,46223404,10959.0,3264.0,0,218058
314,2016-03-25 12:32:14,46368697,10993.0,3273.0,0,145293
315,2016-03-25 12:32:24,46517020,11028.0,3282.0,0,148323
316,2016-03-25 12:32:34,46662120,11063.0,3294.0,0,145100
317,2016-03-25 12:32:44,46802315,11096.0,3303.0,0,140195
318,2016-03-25 12:32:55,46994722,11141.0,3320.0,0,192407
319,2016-03-25 12:33:05,47124455,11172.0,3326.0,0,129733
320,2016-03-25 12:33:15,47255426,11203.0,3340.0,0,130971
321,2016-03-25 12:33:25,47451050,11250.0,3349.0,0,195624
322,2016-03-25 12:33:36,47570213,11278.0,3361.0,0,119163
323,2016-03-25 12:33:46,47693088,11307.0,3368.0,0,122875
324,2016-03-25 12:33:56,47876180,11350.0,3384.0,0,183092
325,2016-03-25 12:34:06,47987501,11377.0,3386.0,0,111321
326,2016-03-25 12:34:17,48147895,11415.0,3400.0,0,160394
327,2016-03-25 12:34:27,48315087,11455.0,3412.0,0,167192
328,2016-03-25 12:34:37,48498683,11498.0,3425.0,0,183596
329,2016-03-25 12:34:47,48637397,11531.0,3435.0,0,138714
330,2016-03-25 12:34:57,48729511,11553.0,3444.0,0,92114
331,2016-03-25 12:35:08,48964786,11609.0,3456.0,0,235275
332,2016-03-25 12:35:18,49059040,11631.0,3467.0,0,94254
333,2016-03-25 12:35:28,49225844,11671.0,3479.0,0,166804
334,2016-03-25 12:35:39,49368597,11705.0,3486.0,0,142753
335,2016-03-25 12:35:49,49536773,11744.0,3497.0,0,168176
336,2016-03-25 12:35:59,49650224,11771.0,3509.0,0,113451
337,2016-03-25 12:36:09,49815195,11810.0,3516.0,0,164971
338,2016-03-25 12:36:19,49920399,11836.0,3525.0,0,105204
339,2016-03-25 12:36:30,50093373,11877.0,3539.0,0,172974
340,2016-03-25 12:36:40,50255521,11915.0,3548.0,0,162148
341,2016-03-25 12:36:50,50374684,11943.0,3557.0,0,119163
342,2016-03-25 12:37:00,50526817,11979.0,3577.0,0,152133
343,2016-03-25 12:37:11,50698562,12020.0,3583.0,0,171745
344,2016-03-25 12:37:21,50840900,12054.0,3593.0,0,142338
345,2016-03-25 12:37:31,50995620,12090.0,3604.0,0,154720
346,2016-03-25 12:37:41,51095576,12114.0,3611.0,0,99956
347,2016-03-25 12:37:52,51331441,12170.0,3630.0,0,235865
348,2016-03-25 12:38:02,51460946,12201.0,3637.0,0,129505
349,2016-03-25 12:38:12,51647621,12245.0,3648.0,0,186675
350,2016-03-25 12:38:22,51746537,12268.0,3658.0,0,98916
351,2016-03-25 12:38:33,51943076,12315.0,3665.0,0,196539
352,2016-03-25 12:38:43,52080473,12347.0,3681.0,0,137397
353,2016-03-25 12:38:53,52206256,12377.0,3685.0,0,125783
354,2016-03-25 12:39:03,52362170,12414.0,3703.0,0,155914
355,2016-03-25 12:39:14,52498930,12447.0,3711.0,0,136760
356,2016-03-25 12:39:24,52666477,12487.0,3722.0,0,167547
357,2016-03-25 12:39:34,52818502,12522.0,3732.0,0,152025
358,2016-03-25 12:39:45,52946458,12553.0,3741.0,0,127956
359,2016-03-25 12:39:55,53062300,12580.0,3748.0,0,115842
360,2016-03-25 12:40:05,53240237,12622.0,3765.0,0,177937
361,2016-03-25 12:40:15,53389293,12658.0,3773.0,0,149056
362,2016-03-25 12:40:25,53575234,12702.0,3783.0,0,185941
363,2016-03-25 12:40:36,53667350,12723.0,3792.0,0,92116
364,2016-03-25 12:40:46,53817789,12759.0,3806.0,0,150439
365,2016-03-25 12:40:56,54029965,12809.0,3817.0,0,212176
366,2016-03-25 12:41:06,54208190,12852.0,3832.0,0,178225
367,2016-03-25 12:41:17,54356866,12887.0,3840.0,0,148676
368,2016-03-25 12:41:27,54484682,12917.0,3850.0,0,127816
369,2016-03-25 12:41:37,54626907,12951.0,3859.0,0,142225
370,2016-03-25 12:41:47,54774873,12986.0,3870.0,0,147966
371,2016-03-25 12:41:58,54928766,13023.0,3882.0,0,153893
372,2016-03-25 12:42:08,55050846,13051.0,3893.0,0,122080
373,2016-03-25 12:42:18,55258194,13101.0,3905.0,0,207348
374,2016-03-25 12:42:28,55377357,13129.0,3914.0,0,119163
375,2016-03-25 12:42:39,55530975,13165.0,3924.0,0,153618
376,2016-03-25 12:42:49,55688131,13203.0,3935.0,0,157156
377,2016-03-25 12:42:59,55811542,13232.0,3942.0,0,123411
378,2016-03-25 12:43:09,55982802,13272.0,3959.0,0,171260
379,2016-03-25 12:43:20,56129562,13307.0,3968.0,0,146760
380,2016-03-25 12:43:30,56256197,13338.0,3975.0,0,126635
381,2016-03-25 12:43:40,56447707,13383.0,3989.0,0,191510
382,2016-03-25 12:43:51,56581376,13415.0,3995.0,0,133669
383,2016-03-25 12:44:01,56719011,13447.0,4009.0,0,137635
384,2016-03-25 12:44:11,56911101,13493.0,4021.0,0,192090
385,2016-03-25 12:44:22,57036863,13522.0,4030.0,0,125762
386,2016-03-25 12:44:32,57192616,13559.0,4042.0,0,155753
387,2016-03-25 12:44:42,57334262,13593.0,4051.0,0,141646
388,2016-03-25 12:44:52,57465399,13624.0,4060.0,0,131137
389,2016-03-25 12:45:03,57615827,13660.0,4072.0,0,150428
390,2016-03-25 12:45:13,57788192,13700.0,4085.0,0,172365
391,2016-03-25 12:45:23,57923036,13733.0,4093.0,0,134844
392,2016-03-25 12:45:33,58106686,13776.0,4104.0,0,183650
393,2016-03-25 12:45:43,58216786,13802.0,4111.0,0,110100
394,2016-03-25 12:45:54,58341421,13832.0,4120.0,0,124635
395,2016-03-25 12:46:04,58522692,13875.0,4134.0,0,181271
396,2016-03-25 12:46:14,58701613,13917.0,4150.0,0,178921
397,2016-03-25 12:46:24,58823636,13946.0,4155.0,0,122023
398,2016-03-25 12:46:35,58994652,13987.0,4169.0,0,171016
399,2016-03-25 12:46:45,59153643,14024.0,4181.0,0,158991
400,2016-03-25 12:46:55,59288401,14057.0,4188.0,0,134758
401,2016-03-25 12:47:05,59464366,14098.0,4201.0,0,175965
402,2016-03-25 12:47:16,59599404,14130.0,4214.0,0,135038
403,2016-03-25 12:47:26,59759632,14168.0,4222.0,0,160228
404,2016-03-25 12:47:36,59934624,14209.0,4234.0,0,174992
405,2016-03-25 12:47:47,60065959,14241.0,4243.0,0,131335
406,2016-03-25 12:47:57,60246820,14284.0,4259.0,0,180861
407,2016-03-25 12:48:07,60410994,14323.0,4266.0,0,164174
408,2016-03-25 12:48:17,60555058,14357.0,4280.0,0,144064
409,2016-03-25 12:48:27,60691389,14389.0,4289.0,0,136331
410,2016-03-25 12:48:38,60837225,14423.0,4299.0,0,145836
411,2016-03-25 12:48:48,60997453,14461.0,4308.0,0,160228
412,2016-03-25 12:48:58,61113294,14489.0,4315.0,0,115841
413,2016-03-25 12:49:08,61263451,14525.0,4329.0,0,150157
